,Osteoclasts_corr,Osteoclasts_pval,Osteoclasts_qval,Osteoclasts_ci_low,Osteoclasts_ci_high
RELB,0.04021820570832463,0.037556018100492645,0.13361673228780777,0.0023161681797811235,0.07800485628961414
SULT1B1,0.04019965346462807,0.03764425376255995,0.13368536272088596,0.0022975859919124662,0.07798638704479738
HPSE,0.04001630536294058,0.03852578699055004,0.13606830778629603,0.0021139433655707664,0.07780385780958739
P2RX1,0.039799096057820824,0.03959275260314444,0.13882522115279758,0.0018963884504738598,0.07758761532304084
LGALS12,0.039627396383040636,0.040453807495976976,0.14133321213459343,0.0017244181168245547,0.07741667738316894
IFI30,0.03933702036151352,0.041946110679691506,0.14549822649002117,0.001433589462539751,0.07712758454086382
WLS,0.039316303893538004,0.04205433340846755,0.14559230818107788,0.0014128409471555396,0.0771069593766513
GCHFR,0.03897033101647607,0.04389687827025444,0.15064787073632452,0.0010663376896442004,0.07676250652646331
WARS,0.038555876923494076,0.04619335343176115,0.15769174701441,0.0006512602159345583,0.07634986145504159
HAL,0.03850635476293414,0.04647439679214774,0.15809448312276222,0.0006016644425992485,0.07630055458438717
STEAP4,0.038485660388278685,0.04659226486471372,0.1582178661518037,0.0005809393617992194,0.07627995012055229
FURIN,0.03845729519957506,0.04675423165957276,0.1584725296718598,0.0005525321379637683,0.07625170811760114
RNF169,0.03844392913065018,0.0468307166075171,0.1584725296718598,0.0005391462827091632,0.07623840007448462
VNN3,0.03839397902867198,0.04711747898367681,0.15916514242046922,0.0004891223578192813,0.07618866670055006
ASCL2,0.038230922916710264,0.04806387276978791,0.16207973791411956,0.0003258265802180864,0.07602631676234528
GUCY2C,0.03800942680803269,0.04937497935371842,0.1662119530674653,0.00010400814681403329,0.07580577671300306
FAM212B,0.0378027054403898,0.05062555109728421,0.16964367868357869,-0.00010301067994233787,0.0755999442952333
GPR162,0.037797581916197344,0.05065687981319859,0.16964367868357869,-0.00010814153530478729,0.07559484276247745
GPD2,0.03771718734173567,0.0511505960749044,0.17070741099697012,-0.0001886508837411397,0.07551479300235055
H1FX,0.03761270770904856,0.05179823244525141,0.17257177441811422,-0.0002932789407744622,0.07541076075742338
PIK3CB,0.037370514053887374,0.053325915183722275,0.17735668874997854,-0.0005358134659142486,0.07516960102481997
PFKFB4,0.03733080869357695,0.05357991722501664,0.17789633475908778,-0.0005755742831629184,0.07513006474447409
