,TAM_corr,TAM_pval,TAM_qval,TAM_ci_low,TAM_ci_high
UBA1,-0.02313548745473511,0.1280665492488503,0.3087290810567667,-0.05289286871051153,0.006662945326629714
MAST3,-0.023137577621071753,0.12803207978616987,0.3087290810567667,-0.05289495414538362,0.006660854133642749
NRG1,-0.023144992444509488,0.12790985821078432,0.3087290810567667,-0.052902352181951544,0.0066534356660811625
RP11-554J4.1,-0.023148267563326535,0.12785590196744195,0.3087290810567667,-0.05290561988498786,0.006650158936614542
ABCA7,-0.023159151043195374,0.12767672815966763,0.3087290810567667,-0.05291647871705099,0.006639270099832781
FBRSL1,-0.023162878241733235,0.12761541249780678,0.3087290810567667,-0.05292019747298844,0.0066355410651214395
MED15,-0.02330005754005699,0.12537458204140198,0.3048323171202715,-0.05305706546776126,0.006498293609970183
AP003774.6,-0.023339165802846742,0.12474139417524856,0.3040379926826697,-0.053096084776638665,0.006459165710788847
KMT2E-AS1,-0.02335395473995026,0.12450260232954585,0.3040379926826697,-0.05311084005180701,0.006444369324333166
RAB11FIP4,-0.023409327168551423,0.12361168692213362,0.30239899735328374,-0.053166086328690174,0.0063889688881352755
C5AR2,-0.023450267737573513,0.12295617751526314,0.30116673603738525,-0.053206933508112605,0.006348007493587031
MAP3K3,-0.023460665066689708,0.1227901362271378,0.30113180503663955,-0.05321730710400825,0.006337604859666081
HK3,-0.02349304037753896,0.12227423632053486,0.30060977058233107,-0.053249608472975274,0.006305212989353164
SLC15A4,-0.02373602275111929,0.11845618334235601,0.2944228543226838,-0.053492033912329505,0.0060621043382507464
AC016700.5,-0.02375853535434292,0.11810721977742454,0.2940084366855838,-0.0535144947373974,0.006039579856969868
FAM110A,-0.02379051362806243,0.11761291693647072,0.29314576281653004,-0.053546399410508344,0.0060075846589531705
H6PD,-0.02379296616800614,0.11757507400363434,0.29314576281653004,-0.053548846303222764,0.006005130818499361
RAE1,-0.02394835208688143,0.11519686815196034,0.2878470861630848,-0.05370387370127866,0.0058496617713927335
ZNF345,-0.02396549201611656,0.11493687125338442,0.2875595870954788,-0.05372097399584085,0.005832512584439418
PTGER2,-0.023975525218451893,0.11478489107418596,0.2875419493575568,-0.05373098398912492,0.005822473954779536
