Gene_set,Term,Overlap,P-value,Adjusted P-value,Genes
GO_Biological_Process_2021,endosome to melanosome transport (GO:0035646),1/9,0.0629767489970904,0.1407893667483031,CD63
GO_Biological_Process_2021,positive regulation of smooth muscle cell apoptotic process (GO:0034393),1/9,0.0629767489970904,0.1407893667483031,SOD2
GO_Biological_Process_2021,negative regulation of metabolic process (GO:0009892),2/56,0.0615997016159252,0.1407893667483031,RB1;IL1B
GO_Biological_Process_2021,negative regulation of cell growth (GO:0030308),3/126,0.0628144037824247,0.1407893667483031,RB1;CDKN1A;HSPA1A
GO_Biological_Process_2021,endothelial cell chemotaxis (GO:0035767),1/9,0.0629767489970904,0.1407893667483031,NR4A1
GO_Biological_Process_2021,endosome to pigment granule transport (GO:0043485),1/9,0.0629767489970904,0.1407893667483031,CD63
GO_Biological_Process_2021,associative learning (GO:0008306),1/9,0.0629767489970904,0.1407893667483031,LGMN
GO_Biological_Process_2021,response to leptin (GO:0044321),1/9,0.0629767489970904,0.1407893667483031,NR4A3
GO_Biological_Process_2021,negative regulation of lipid localization (GO:1905953),1/9,0.0629767489970904,0.1407893667483031,NFKBIA
GO_Biological_Process_2021,negative regulation of platelet aggregation (GO:0090331),1/9,0.0629767489970904,0.1407893667483031,CD9
GO_Biological_Process_2021,negative regulation of leukocyte proliferation (GO:0070664),1/9,0.0629767489970904,0.1407893667483031,TNFAIP3
GO_Biological_Process_2021,regulation of endothelial cell development (GO:1901550),1/9,0.0629767489970904,0.1407893667483031,IL1B
GO_Biological_Process_2021,"regulation of CD8-positive, alpha-beta T cell activation (GO:2001185)",1/9,0.0629767489970904,0.1407893667483031,HLA-A
GO_Biological_Process_2021,actin-mediated cell contraction (GO:0070252),1/9,0.0629767489970904,0.1407893667483031,GSN
GO_Biological_Process_2021,alpha-amino acid biosynthetic process (GO:1901607),1/9,0.0629767489970904,0.1407893667483031,SDS
GO_Biological_Process_2021,positive regulation of blood pressure (GO:0045777),1/9,0.0629767489970904,0.1407893667483031,ID2
GO_Biological_Process_2021,positive regulation of sequestering of triglyceride (GO:0010890),1/9,0.0629767489970904,0.1407893667483031,PLIN2
GO_Biological_Process_2021,"positive regulation of CD8-positive, alpha-beta T cell activation (GO:2001187)",1/9,0.0629767489970904,0.1407893667483031,HLA-A
GO_Biological_Process_2021,lipoprotein metabolic process (GO:0042157),1/9,0.0629767489970904,0.1407893667483031,OLR1
GO_Biological_Process_2021,negative regulation of bone resorption (GO:0045779),1/9,0.0629767489970904,0.1407893667483031,TNFAIP3
GO_Biological_Process_2021,epithelial cell apoptotic process (GO:1904019),1/9,0.0629767489970904,0.1407893667483031,GSN
GO_Biological_Process_2021,regulation of tumor necrosis factor superfamily cytokine production (GO:1903555),1/9,0.0629767489970904,0.1407893667483031,ZFP36
GO_Biological_Process_2021,"regulation of Wnt signaling pathway, planar cell polarity pathway (GO:2000095)",1/9,0.0629767489970904,0.1407893667483031,DAB2
GO_Biological_Process_2021,regulation of glial cell proliferation (GO:0060251),1/9,0.0629767489970904,0.1407893667483031,IL1B
GO_Biological_Process_2021,cellular response to sterol depletion (GO:0071501),1/9,0.0629767489970904,0.1407893667483031,INSIG1
GO_Biological_Process_2021,regulation of mammary gland epithelial cell proliferation (GO:0033599),1/9,0.0629767489970904,0.1407893667483031,GPX1
GO_Biological_Process_2021,regulation of PERK-mediated unfolded protein response (GO:1903897),1/9,0.0629767489970904,0.1407893667483031,PPP1R15A
GO_Biological_Process_2021,embryonic digestive tract morphogenesis (GO:0048557),1/9,0.0629767489970904,0.1407893667483031,ID2
GO_Biological_Process_2021,ATF6-mediated unfolded protein response (GO:0036500),1/9,0.0629767489970904,0.1407893667483031,CALR
GO_Biological_Process_2021,regulation of dendritic cell antigen processing and presentation (GO:0002604),1/9,0.0629767489970904,0.1407893667483031,CD68
GO_Biological_Process_2021,regulation of cell adhesion molecule production (GO:0060353),1/9,0.0629767489970904,0.1407893667483031,IL1B
GO_Biological_Process_2021,negative regulation of fibrinolysis (GO:0051918),1/9,0.0629767489970904,0.1407893667483031,THBD
GO_Biological_Process_2021,regulation of gap junction assembly (GO:1903596),1/9,0.0629767489970904,0.1407893667483031,IL1B
GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator resulting in cell cycle arrest (GO:0006977)",2/56,0.0615997016159252,0.1407893667483031,BTG2;CDKN1A
GO_Biological_Process_2021,negative regulation of systemic arterial blood pressure (GO:0003085),1/9,0.0629767489970904,0.1407893667483031,SOD2
GO_Biological_Process_2021,positive regulation of proteolysis (GO:0045862),2/57,0.0635468634648407,0.1415534922689866,IL1B;CTSC
GO_Biological_Process_2021,cellular response to peptide (GO:1901653),2/57,0.0635468634648407,0.1415534922689866,ZFP36L1;LGMN
GO_Biological_Process_2021,regulation of bone mineralization (GO:0030500),2/57,0.0635468634648407,0.1415534922689866,SRGN;CCL3
KEGG_2021_Human,Basal cell carcinoma,2/63,0.0756500520397938,0.14219407929702,CDKN1A;GADD45B
KEGG_2021_Human,Autophagy,3/137,0.07651444990481,0.1424993883548297,CTSL;DDIT4;CTSB
GO_Biological_Process_2021,mitotic cell cycle phase transition (GO:0044772),4/209,0.0645721766766422,0.1436653691609505,RB1;CDKN1A;HSP90AA1;TUBB
GO_Biological_Process_2021,regulation of phagocytosis (GO:0050764),2/58,0.0655146842200144,0.1452411354579582,IL1B;CALR
GO_Biological_Process_2021,cellular iron ion homeostasis (GO:0006879),2/58,0.0655146842200144,0.1452411354579582,FTH1;FTL
GO_Biological_Process_2021,regulation of calcium ion transport (GO:0051924),2/58,0.0655146842200144,0.1452411354579582,CCL4;CCL3
GO_Biological_Process_2021,positive regulation of behavior (GO:0048520),1/10,0.0697263398277874,0.1467092670584668,NR4A3
GO_Biological_Process_2021,regulation of high voltage-gated calcium channel activity (GO:1901841),1/10,0.0697263398277874,0.1467092670584668,PDE4B
GO_Biological_Process_2021,regulation of histone phosphorylation (GO:0033127),1/10,0.0697263398277874,0.1467092670584668,IL1B
GO_Biological_Process_2021,regulation of hydrogen peroxide-induced cell death (GO:1903205),1/10,0.0697263398277874,0.1467092670584668,NFE2L2
GO_Biological_Process_2021,positive regulation of macromolecule biosynthetic process (GO:0010557),3/129,0.0664275324947135,0.1467092670584668,IL1B;NAMPT;RPS27L
GO_Biological_Process_2021,response to laminar fluid shear stress (GO:0034616),1/10,0.0697263398277874,0.1467092670584668,NFE2L2
GO_Biological_Process_2021,granulocyte migration (GO:0097530),1/10,0.0697263398277874,0.1467092670584668,CCL3
GO_Biological_Process_2021,regulation of T-helper 17 cell differentiation (GO:2000319),1/10,0.0697263398277874,0.1467092670584668,NFKBID
GO_Biological_Process_2021,serine family amino acid catabolic process (GO:0009071),1/10,0.0697263398277874,0.1467092670584668,SDS
GO_Biological_Process_2021,sequestering of actin monomers (GO:0042989),1/10,0.0697263398277874,0.1467092670584668,GSN
GO_Biological_Process_2021,secretory granule organization (GO:0033363),1/10,0.0697263398277874,0.1467092670584668,SRGN
GO_Biological_Process_2021,sarcoplasmic reticulum calcium ion transport (GO:0070296),1/10,0.0697263398277874,0.1467092670584668,CCL3
GO_Biological_Process_2021,protein K11-linked deubiquitination (GO:0035871),1/10,0.0697263398277874,0.1467092670584668,TNFAIP3
GO_Biological_Process_2021,positive regulation of vascular endothelial growth factor receptor signaling pathway (GO:0030949),1/10,0.0697263398277874,0.1467092670584668,IL1B
GO_Biological_Process_2021,positive regulation of tissue remodeling (GO:0034105),1/10,0.0697263398277874,0.1467092670584668,IL18
GO_Biological_Process_2021,positive regulation of cell activation (GO:0050867),1/10,0.0697263398277874,0.1467092670584668,PLEK
GO_Biological_Process_2021,negative regulation of interferon-beta production (GO:0032688),1/10,0.0697263398277874,0.1467092670584668,REL
GO_Biological_Process_2021,negative regulation of protein exit from endoplasmic reticulum (GO:0070862),1/10,0.0697263398277874,0.1467092670584668,INSIG1
GO_Biological_Process_2021,negative regulation of receptor binding (GO:1900121),1/10,0.0697263398277874,0.1467092670584668,B2M
GO_Biological_Process_2021,negative regulation of toll-like receptor 4 signaling pathway (GO:0034144),1/10,0.0697263398277874,0.1467092670584668,TNFAIP3
GO_Biological_Process_2021,negative regulation of transforming growth factor beta production (GO:0071635),1/10,0.0697263398277874,0.1467092670584668,HSP90AB1
GO_Biological_Process_2021,negative regulation of transmembrane transport (GO:0034763),1/10,0.0697263398277874,0.1467092670584668,IL1B
GO_Biological_Process_2021,negative regulation of tyrosine phosphorylation of STAT protein (GO:0042532),1/10,0.0697263398277874,0.1467092670584668,SOCS3
GO_Biological_Process_2021,cellular response to oxidised low-density lipoprotein particle stimulus (GO:0140052),1/10,0.0697263398277874,0.1467092670584668,CD68
GO_Biological_Process_2021,B cell homeostasis (GO:0001782),1/10,0.0697263398277874,0.1467092670584668,TNFAIP3
GO_Biological_Process_2021,regulation of actin filament-based movement (GO:1903115),1/10,0.0697263398277874,0.1467092670584668,PDE4B
GO_Biological_Process_2021,negative regulation of multicellular organismal process (GO:0051241),4/214,0.0691501242770506,0.1467092670584668,RB1;SRGN;IL1B;CALR
GO_Biological_Process_2021,cell cycle G2/M phase transition (GO:0044839),3/131,0.0688882616918325,0.1467092670584668,CDKN1A;HSP90AA1;TUBB
GO_Biological_Process_2021,G2/M transition of mitotic cell cycle (GO:0000086),3/130,0.0676527401740552,0.1467092670584668,CDKN1A;HSP90AA1;TUBB
GO_Biological_Process_2021,phospholipid transport (GO:0015914),2/59,0.0675027702550381,0.1467092670584668,NPC2;PLTP
GO_Biological_Process_2021,mitotic DNA damage checkpoint signaling (GO:0044773),2/59,0.0675027702550381,0.1467092670584668,CDKN1A;RPS27L
GO_Biological_Process_2021,selective autophagy (GO:0061912),2/59,0.0675027702550381,0.1467092670584668,UBB;UBC
GO_Biological_Process_2021,"DNA damage response, signal transduction by p53 class mediator resulting in transcription of p21 class mediator (GO:0006978)",1/10,0.0697263398277874,0.1467092670584668,RPS27L
GO_Biological_Process_2021,defense response to tumor cell (GO:0002357),1/10,0.0697263398277874,0.1467092670584668,LAPTM5
GO_Biological_Process_2021,regulation of microtubule nucleation (GO:0010968),1/10,0.0697263398277874,0.1467092670584668,HSPA1A
GO_Biological_Process_2021,regulation of macrophage migration (GO:1905521),1/10,0.0697263398277874,0.1467092670584668,CD81
GO_Biological_Process_2021,L-serine metabolic process (GO:0006563),1/10,0.0697263398277874,0.1467092670584668,SDS
GO_Biological_Process_2021,UV protection (GO:0009650),1/10,0.0697263398277874,0.1467092670584668,GPX1
GO_Biological_Process_2021,myelin assembly (GO:0032288),1/10,0.0697263398277874,0.1467092670584668,CD9
GO_Biological_Process_2021,ESCRT III complex disassembly (GO:1904903),1/10,0.0697263398277874,0.1467092670584668,CHMP1B
GO_Biological_Process_2021,ESCRT complex disassembly (GO:1904896),1/10,0.0697263398277874,0.1467092670584668,CHMP1B
GO_Biological_Process_2021,regulation of receptor binding (GO:1900120),1/10,0.0697263398277874,0.1467092670584668,B2M
GO_Biological_Process_2021,regulation of podosome assembly (GO:0071801),1/10,0.0697263398277874,0.1467092670584668,GSN
GO_Biological_Process_2021,negative regulation of hormone secretion (GO:0046888),1/10,0.0697263398277874,0.1467092670584668,IL1B
GO_Biological_Process_2021,myelin maintenance (GO:0043217),1/10,0.0697263398277874,0.1467092670584668,CXCR4
KEGG_2021_Human,Ubiquitin mediated proteolysis,3/140,0.0804615931204271,0.1484882127586065,SOCS3;UBB;UBC
GO_Biological_Process_2021,regulation of cell adhesion (GO:0030155),3/133,0.0713899966737564,0.1498706476446805,IL18;CXCR4;TGFBI
GO_Biological_Process_2021,transmembrane receptor protein serine/threonine kinase signaling pathway (GO:0007178),3/133,0.0713899966737564,0.1498706476446805,JUN;UBB;UBC
GO_Biological_Process_2021,positive regulation of DNA biosynthetic process (GO:2000573),2/61,0.0715381862047024,0.1500124310493197,HSP90AA1;HSP90AB1
GO_Biological_Process_2021,transmembrane receptor protein tyrosine kinase signaling pathway (GO:0007169),6/404,0.0722682384498656,0.1513726616179619,CSF1R;HSP90AA1;NR4A3;NAMPT;DDIT4;PDK4
GO_Biological_Process_2021,regulation of neurogenesis (GO:0050767),2/62,0.0735847513307525,0.152037887485795,IL1B;B2M
GO_Biological_Process_2021,positive regulation of apoptotic process (GO:0043065),5/310,0.0737573883379728,0.152037887485795,JUN;UBB;GADD45B;UBC;CCL3
GO_Biological_Process_2021,negative regulation of kinase activity (GO:0033673),2/62,0.0735847513307525,0.152037887485795,RB1;HSPB1
GO_Biological_Process_2021,ribonucleoprotein complex assembly (GO:0022618),3/136,0.0752183754344771,0.152037887485795,HSP90AA1;HSP90AB1;RPS27L
GO_Biological_Process_2021,regulation of monocyte chemotactic protein-1 production (GO:0071637),1/11,0.0764276477415152,0.152037887485795,IL1B
GO_Biological_Process_2021,regulation of mRNA 3'-end processing (GO:0031440),1/11,0.0764276477415152,0.152037887485795,ZFP36L1
GO_Biological_Process_2021,regulation of lipid kinase activity (GO:0043550),1/11,0.0764276477415152,0.152037887485795,RB1
GO_Biological_Process_2021,organic substance transport (GO:0071702),3/136,0.0752183754344771,0.152037887485795,SLCO2B1;CHMP1B;PLTP
GO_Biological_Process_2021,negative regulation of inflammatory response to antigenic stimulus (GO:0002862),3/136,0.0752183754344771,0.152037887485795,FCGR3A;FCGR2A;HLA-DRB1
GO_Biological_Process_2021,actin cytoskeleton reorganization (GO:0031532),2/63,0.0756500520397938,0.152037887485795,GSN;PLEK
GO_Biological_Process_2021,cellular calcium ion homeostasis (GO:0006874),3/136,0.0752183754344771,0.152037887485795,CCL3;CALR;HERPUD1
GO_Biological_Process_2021,complement receptor mediated signaling pathway (GO:0002430),1/11,0.0764276477415152,0.152037887485795,C5AR1
GO_Biological_Process_2021,B cell mediated immunity (GO:0019724),1/11,0.0764276477415152,0.152037887485795,CD74
GO_Biological_Process_2021,regulation of amyloid precursor protein biosynthetic process (GO:0042984),1/11,0.0764276477415152,0.152037887485795,ITM2B
GO_Biological_Process_2021,cell cycle G1/S phase transition (GO:0044843),2/63,0.0756500520397938,0.152037887485795,RB1;CDKN1A
GO_Biological_Process_2021,"regulation of CD4-positive, alpha-beta T cell proliferation (GO:2000561)",1/11,0.0764276477415152,0.152037887485795,CD81
GO_Biological_Process_2021,actin filament depolymerization (GO:0030042),1/11,0.0764276477415152,0.152037887485795,GSN
GO_Biological_Process_2021,monocyte differentiation (GO:0030224),1/11,0.0764276477415152,0.152037887485795,CSF1R
GO_Biological_Process_2021,miRNA mediated inhibition of translation (GO:0035278),1/11,0.0764276477415152,0.152037887485795,ZFP36
GO_Biological_Process_2021,glutamine family amino acid biosynthetic process (GO:0009084),1/11,0.0764276477415152,0.152037887485795,GLUL
GO_Biological_Process_2021,regulation of toll-like receptor 2 signaling pathway (GO:0034135),1/11,0.0764276477415152,0.152037887485795,TNFAIP3
GO_Biological_Process_2021,regulation of T cell mediated immunity (GO:0002709),1/11,0.0764276477415152,0.152037887485795,IL1B
GO_Biological_Process_2021,regulation of pH (GO:0006885),1/11,0.0764276477415152,0.152037887485795,PDK4
GO_Biological_Process_2021,"DNA damage response, signal transduction resulting in transcription (GO:0042772)",1/11,0.0764276477415152,0.152037887485795,RPS27L
GO_Biological_Process_2021,chromatin-mediated maintenance of transcription (GO:0048096),1/11,0.0764276477415152,0.152037887485795,SERTAD1
GO_Biological_Process_2021,regulation of ERAD pathway (GO:1904292),1/11,0.0764276477415152,0.152037887485795,HERPUD1
GO_Biological_Process_2021,cell-cell junction maintenance (GO:0045217),1/11,0.0764276477415152,0.152037887485795,CSF1R
GO_Biological_Process_2021,midbrain dopaminergic neuron differentiation (GO:1904948),1/11,0.0764276477415152,0.152037887485795,NR4A2
GO_Biological_Process_2021,tetrahydrobiopterin metabolic process (GO:0046146),1/11,0.0764276477415152,0.152037887485795,HSP90AA1
GO_Biological_Process_2021,negative regulation of oxidative stress-induced neuron death (GO:1903204),1/11,0.0764276477415152,0.152037887485795,NR4A3
GO_Biological_Process_2021,negative regulation of receptor signaling pathway via STAT (GO:1904893),1/11,0.0764276477415152,0.152037887485795,SOCS3
GO_Biological_Process_2021,positive regulation of cytoplasmic transport (GO:1903651),1/11,0.0764276477415152,0.152037887485795,DAB2
GO_Biological_Process_2021,positive regulation of epidermal growth factor-activated receptor activity (GO:0045741),1/11,0.0764276477415152,0.152037887485795,HBEGF
GO_Biological_Process_2021,"negative regulation of translation, ncRNA-mediated (GO:0040033)",1/11,0.0764276477415152,0.152037887485795,ZFP36
GO_Biological_Process_2021,positive regulation of actin nucleation (GO:0051127),1/11,0.0764276477415152,0.152037887485795,GSN
GO_Biological_Process_2021,positive regulation of posttranscriptional gene silencing (GO:0060148),1/11,0.0764276477415152,0.152037887485795,ZFP36
GO_Biological_Process_2021,positive regulation of non-canonical Wnt signaling pathway (GO:2000052),1/11,0.0764276477415152,0.152037887485795,DAB2
GO_Biological_Process_2021,positive regulation of nitric-oxide synthase biosynthetic process (GO:0051770),1/11,0.0764276477415152,0.152037887485795,NAMPT
GO_Biological_Process_2021,positive regulation of macrophage differentiation (GO:0045651),1/11,0.0764276477415152,0.152037887485795,ID2
GO_Biological_Process_2021,positive regulation of transcription from RNA polymerase II promoter in response to endoplasmic reticulum stress (GO:1990440),1/11,0.0764276477415152,0.152037887485795,ATF3
GO_Biological_Process_2021,protein kinase C signaling (GO:0070528),1/11,0.0764276477415152,0.152037887485795,PLEK
GO_Biological_Process_2021,positive regulation of integrin activation (GO:0033625),1/11,0.0764276477415152,0.152037887485795,PLEK
GO_Biological_Process_2021,positive regulation of interleukin-13 production (GO:0032736),1/11,0.0764276477415152,0.152037887485795,IL18
GO_Biological_Process_2021,negative regulation of homotypic cell-cell adhesion (GO:0034111),1/11,0.0764276477415152,0.152037887485795,CD9
GO_Biological_Process_2021,negative regulation of bone remodeling (GO:0046851),1/11,0.0764276477415152,0.152037887485795,TNFAIP3
GO_Biological_Process_2021,humoral immune response mediated by circulating immunoglobulin (GO:0002455),1/11,0.0764276477415152,0.152037887485795,CD81
GO_Biological_Process_2021,Golgi to lysosome transport (GO:0090160),1/11,0.0764276477415152,0.152037887485795,LAPTM5
KEGG_2021_Human,Acute myeloid leukemia,2/67,0.0840912464933998,0.1537884958392808,CSF1R;BCL2A1
GO_Biological_Process_2021,antimicrobial humoral immune response mediated by antimicrobial peptide (GO:0061844),2/64,0.0777337169047397,0.1538135249391659,CXCL3;CXCL2
GO_Biological_Process_2021,pre-replicative complex assembly (GO:0036388),2/64,0.0777337169047397,0.1538135249391659,UBB;UBC
GO_Biological_Process_2021,regulation of innate immune response (GO:0045088),2/64,0.0777337169047397,0.1538135249391659,HSP90AB1;TNFAIP3
GO_Biological_Process_2021,regulation of transcription initiation from RNA polymerase II promoter (GO:0060260),2/64,0.0777337169047397,0.1538135249391659,CSF1R;CDKN1A
GO_Biological_Process_2021,protein catabolic process (GO:0030163),2/64,0.0777337169047397,0.1538135249391659,HSPA8;HSP90AA1
GO_Biological_Process_2021,regulation of cellular component organization (GO:0051128),3/139,0.0791361256663276,0.1564220974913596,HSPA8;HSP90AA1;SGK1
GO_Biological_Process_2021,endoplasmic reticulum membrane organization (GO:0090158),1/12,0.0830810156048701,0.1569980651427473,ARL6IP1
GO_Biological_Process_2021,extracellular matrix disassembly (GO:0022617),2/66,0.0819546748732784,0.1569980651427473,GSN;CTSL
GO_Biological_Process_2021,ERBB signaling pathway (GO:0038127),2/66,0.0819546748732784,0.1569980651427473,HSP90AA1;HBEGF
GO_Biological_Process_2021,regulation of protein localization (GO:0032880),2/66,0.0819546748732784,0.1569980651427473,HSP90AA1;HSP90AB1
GO_Biological_Process_2021,transcription initiation from RNA polymerase II promoter (GO:0006367),3/140,0.0804615931204271,0.1569980651427473,NR4A2;NR4A1;NR4A3
GO_Biological_Process_2021,positive regulation of T-helper 17 type immune response (GO:2000318),1/12,0.0830810156048701,0.1569980651427473,NFKBID
GO_Biological_Process_2021,positive regulation of sodium ion transmembrane transport (GO:1902307),1/12,0.0830810156048701,0.1569980651427473,ATP1B3
GO_Biological_Process_2021,presynapse organization (GO:0099172),1/12,0.0830810156048701,0.1569980651427473,C5AR1
GO_Biological_Process_2021,positive regulation of leukocyte proliferation (GO:0070665),1/12,0.0830810156048701,0.1569980651427473,CSF1R
GO_Biological_Process_2021,positive regulation of metaphase/anaphase transition of cell cycle (GO:1902101),1/12,0.0830810156048701,0.1569980651427473,RB1
GO_Biological_Process_2021,positive regulation of mitotic metaphase/anaphase transition (GO:0045842),1/12,0.0830810156048701,0.1569980651427473,RB1
GO_Biological_Process_2021,positive regulation of mitotic sister chromatid separation (GO:1901970),1/12,0.0830810156048701,0.1569980651427473,RB1
GO_Biological_Process_2021,positive regulation of protein depolymerization (GO:1901881),1/12,0.0830810156048701,0.1569980651427473,PLEK
GO_Biological_Process_2021,glutamine metabolic process (GO:0006541),1/12,0.0830810156048701,0.1569980651427473,GLUL
GO_Biological_Process_2021,glycine metabolic process (GO:0006544),1/12,0.0830810156048701,0.1569980651427473,SDS
GO_Biological_Process_2021,macrophage chemotaxis (GO:0048246),1/12,0.0830810156048701,0.1569980651427473,CCL3
GO_Biological_Process_2021,"mitochondrial electron transport, ubiquinol to cytochrome c (GO:0006122)",1/12,0.0830810156048701,0.1569980651427473,CYCS
GO_Biological_Process_2021,regulation of feeding behavior (GO:0060259),1/12,0.0830810156048701,0.1569980651427473,NR4A3
GO_Biological_Process_2021,mRNA transcription (GO:0009299),1/12,0.0830810156048701,0.1569980651427473,C5AR1
GO_Biological_Process_2021,mitotic G1/S transition checkpoint signaling (GO:0044819),1/12,0.0830810156048701,0.1569980651427473,RPS27L
GO_Biological_Process_2021,regulation of astrocyte differentiation (GO:0048710),1/12,0.0830810156048701,0.1569980651427473,ID2
GO_Biological_Process_2021,cellular response to fluid shear stress (GO:0071498),1/12,0.0830810156048701,0.1569980651427473,NFE2L2
GO_Biological_Process_2021,regulation of dendritic cell differentiation (GO:2001198),1/12,0.0830810156048701,0.1569980651427473,TMEM176B
GO_Biological_Process_2021,regulation of actin nucleation (GO:0051125),1/12,0.0830810156048701,0.1569980651427473,GSN
GO_Biological_Process_2021,cellular component disassembly (GO:0022411),2/66,0.0819546748732784,0.1569980651427473,GSN;CTSL
GO_Biological_Process_2021,transcription by RNA polymerase II (GO:0006366),5/320,0.0818904071408001,0.1569980651427473,NR4A2;NR4A1;NR4A3;C5AR1;ELL2
GO_Biological_Process_2021,positive regulation of cellular catabolic process (GO:0031331),3/141,0.0817967234690813,0.1569980651427473,HSP90AA1;IL1B;LAPTM5
GO_Biological_Process_2021,regulation of actin filament depolymerization (GO:0030834),1/12,0.0830810156048701,0.1569980651427473,PLEK
GO_Biological_Process_2021,adipose tissue development (GO:0060612),1/12,0.0830810156048701,0.1569980651427473,NAMPT
GO_Biological_Process_2021,positive regulation of cell cycle (GO:0045787),2/66,0.0819546748732784,0.1569980651427473,CALR;LGMN
GO_Biological_Process_2021,proteasome-mediated ubiquitin-dependent protein catabolic process (GO:0043161),5/321,0.0827290934540932,0.1569980651427473,RB1;UBB;UBC;NFE2L2;HERPUD1
GO_Biological_Process_2021,Ras protein signal transduction (GO:0007265),3/142,0.0831414484761323,0.1569980651427473,RB1;JUN;CDKN1A
GO_Biological_Process_2021,regulation of vascular associated smooth muscle cell migration (GO:1904752),1/12,0.0830810156048701,0.1569980651427473,NR4A3
GO_Biological_Process_2021,maintenance of protein localization in endoplasmic reticulum (GO:0035437),1/12,0.0830810156048701,0.1569980651427473,INSIG1
GO_Biological_Process_2021,regulation of sister chromatid cohesion (GO:0007063),1/12,0.0830810156048701,0.1569980651427473,RB1
GO_Biological_Process_2021,regulation of sensory perception (GO:0051931),1/12,0.0830810156048701,0.1569980651427473,CCL3
GO_Biological_Process_2021,neurotransmitter uptake (GO:0001504),1/12,0.0830810156048701,0.1569980651427473,GLUL
GO_Biological_Process_2021,positive regulation of cellular senescence (GO:2000774),1/12,0.0830810156048701,0.1569980651427473,B2M
GO_Biological_Process_2021,positive regulation of fatty acid oxidation (GO:0046321),1/12,0.0830810156048701,0.1569980651427473,NR4A3
GO_Biological_Process_2021,positive regulation of actin filament depolymerization (GO:0030836),1/12,0.0830810156048701,0.1569980651427473,PLEK
GO_Biological_Process_2021,negative regulation of cardiac muscle hypertrophy (GO:0010614),1/12,0.0830810156048701,0.1569980651427473,LMNA
GO_Biological_Process_2021,negative regulation of complement activation (GO:0045916),1/12,0.0830810156048701,0.1569980651427473,VSIG4
GO_Biological_Process_2021,negative regulation of glucose transmembrane transport (GO:0010829),1/12,0.0830810156048701,0.1569980651427473,IL1B
GO_Biological_Process_2021,negative regulation of hemostasis (GO:1900047),1/12,0.0830810156048701,0.1569980651427473,THBD
KEGG_2021_Human,Adipocytokine signaling pathway,2/69,0.0884148027527347,0.1574403943754838,NFKBIA;SOCS3
KEGG_2021_Human,Renal cell carcinoma,2/69,0.0884148027527347,0.1574403943754838,CDKN1A;JUN
KEGG_2021_Human,Amphetamine addiction,2/69,0.0884148027527347,0.1574403943754838,JUN;FOSB
GO_Biological_Process_2021,regulation of epidermal growth factor receptor signaling pathway (GO:0042058),2/67,0.0840912464933998,0.1583094316576151,PLAUR;HBEGF
GO_Biological_Process_2021,vascular endothelial growth factor receptor signaling pathway (GO:0048010),2/67,0.0840912464933998,0.1583094316576151,HSP90AA1;HSPB1
GO_Biological_Process_2021,positive regulation of catabolic process (GO:0009896),2/67,0.0840912464933998,0.1583094316576151,IL1B;TNFAIP3
GO_Biological_Process_2021,regulation of translational initiation (GO:0006446),2/68,0.0862447392191091,0.1621994084403872,HSPB1;ATF3
KEGG_2021_Human,Gastric cancer,3/149,0.0928173387201612,0.163842780523415,RB1;CDKN1A;GADD45B
GO_Biological_Process_2021,positive regulation of protein localization to cell surface (GO:2000010),1/13,0.0896867838913074,0.163867797679599,HSP90AB1
GO_Biological_Process_2021,positive regulation of transporter activity (GO:0032411),1/13,0.0896867838913074,0.163867797679599,SGK1
GO_Biological_Process_2021,pteridine-containing compound metabolic process (GO:0042558),1/13,0.0896867838913074,0.163867797679599,HSP90AA1
GO_Biological_Process_2021,cellular response to decreased oxygen levels (GO:0036294),2/69,0.0884148027527347,0.163867797679599,LMNA;ZFP36L1
GO_Biological_Process_2021,regulation of homotypic cell-cell adhesion (GO:0034110),1/13,0.0896867838913074,0.163867797679599,PLAUR
GO_Biological_Process_2021,chromatin organization involved in regulation of transcription (GO:0034401),1/13,0.0896867838913074,0.163867797679599,SERTAD1
GO_Biological_Process_2021,cytoplasmic sequestering of protein (GO:0051220),1/13,0.0896867838913074,0.163867797679599,NFKBIA
GO_Biological_Process_2021,intracellular sterol transport (GO:0032366),1/13,0.0896867838913074,0.163867797679599,NPC2
GO_Biological_Process_2021,regulation of fibrinolysis (GO:0051917),1/13,0.0896867838913074,0.163867797679599,THBD
GO_Biological_Process_2021,purine nucleotide catabolic process (GO:0006195),1/13,0.0896867838913074,0.163867797679599,GPX1
GO_Biological_Process_2021,mature B cell differentiation involved in immune response (GO:0002313),1/13,0.0896867838913074,0.163867797679599,GPR183
GO_Biological_Process_2021,sodium ion export across plasma membrane (GO:0036376),1/13,0.0896867838913074,0.163867797679599,ATP1B3
GO_Biological_Process_2021,purine-containing compound catabolic process (GO:0072523),1/13,0.0896867838913074,0.163867797679599,GPX1
GO_Biological_Process_2021,mitochondrion transport along microtubule (GO:0047497),1/13,0.0896867838913074,0.163867797679599,UBB
GO_Biological_Process_2021,regulation of chemokine (C-X-C motif) ligand 2 production (GO:2000341),1/13,0.0896867838913074,0.163867797679599,CD74
GO_Biological_Process_2021,regulation of cell aging (GO:0090342),1/13,0.0896867838913074,0.163867797679599,LMNA
GO_Biological_Process_2021,entry into host (GO:0044409),1/13,0.0896867838913074,0.163867797679599,CXCR4
