TF,fdr,nes,es,tag %,gene %,lead_genes
AIRE MUT MOUSE GSE12073 CREEDSID GENE 1172 DOWN,0.0009120123295869095,1.961784555625777,0.7649040623730647,9/29,1.84%,TUBA1B;STMN1;HSPE1;CALR;CKS2;DDIT4;MKI67;LDHA;HSP90AA1
OVOL2 OE MOUSE GSE55074 CREEDSID GENE 2603 DOWN,0.000921612459372035,1.961927100307748,0.7246097933669469,7/22,5.27%,TUBA1B;STMN1;FABP5;HIST1H4C;LYPD3;PMP22;XIST
ZNF217 OE HUMAN GSE35511 CREEDSID GENE 1079 DOWN,0.000931416847237695,1.9626278507082688,0.783940710296675,13/27,7.90%,TUBA1B;FABP5;CKS2;DDIT4;LDHA;UBE2C;HSP90AA1;HSPB1;FOXM1;IGFBP7;GEM;FSTL1;PLAC8
ZNF217 OE HUMAN GSE35511 CREEDSID GENE 344 UP,0.000931416847237695,1.9626278507082688,0.783940710296675,13/27,7.90%,TUBA1B;FABP5;CKS2;DDIT4;LDHA;UBE2C;HSP90AA1;HSPB1;FOXM1;IGFBP7;GEM;FSTL1;PLAC8
SRF MUT MOUSE GSE1948 CREEDSID GENE 1395 UP,0.0009516650395689492,1.9634413491578664,0.7279675791545696,9/24,5.90%,TUBA1B;STMN1;PTTG1;CKS2;DDIT4;APOC1;TRH;TRIM28;KIF22
OVOL1 OE PC3 HUMAN GSE48230 RNASEQ UP,0.0009621228971466299,1.963721034781537,0.6608565447251974,14/42,10.90%,TUBA1B;STMN1;PKIB;MKI67;CENPF;TOP2A;LDHA;HSP90AA1;KRT8;C2CD2;PPIF;COL5A2;TFRC;SLPI
BHLHA15 KO MOUSE GSE3644 CREEDSID GENE 785 UP,0.0009728131515593703,1.9642011167604851,0.7279946927473473,9/30,4.90%,TUBA1B;HSPE1;CALR;LDHA;HSP90AA1;SDS;MIF;HIST1H1C;TRIM28
MYB OE HUMAN GSE2815 CREEDSID GENE 941 UP,0.000983743636408352,1.9712239146565518,0.7071896093579145,16/40,8.27%,TUBA1B;FABP5;HSPE1;PTTG1;CYCS;CKS2;NUCB2;EIF4A3;MIF;HSPH1;PNP;TRIM28;KIF22;ATP1B3;UBE2S;DNAJB1
FLI1 KD HUMAN GSE27524 CREEDSID GENE 1599 DOWN,0.0009949225413675377,1.9723041176792713,0.8895001911438397,13/17,7.74%,PTTG1;MKI67;CENPF;ASPM;UBE2C;KIF11;LMNB1;PNP;FOXM1;SPAG5;KIF22;APOBEC3B;UBE2S
RARA ACTIVATION HUMAN GSE5679 CREEDSID GENE 2385 DOWN,0.000994922541367538,1.9896124834776956,0.6664458477593502,12/56,3.16%,FCER1A;CD1C;CLEC10A;TUBA1B;HLA-DQB1;HLA-DPA1;HLA-DRB1;HLA-DRB5;PKIB;LDHA;ATP1B1;MIF
